name,metal,date_added,url,rating,edition,authors,artists,pages,price,ratings_count,setting
Faction War (2e),Gold seller,1/22/2013,https://www.dmsguild.com/product/17299/Faction-War-2e?filters=45471_0_0_0_0_0_0_0,3.9,2nd Edition,"['Monte Cook', 'Ray Vallese']","['Dana Knutson', 'Adam', 'Rex', 'Hannibal King']",133,9.99,15,Planescape
Poor Wizard's Almanac,Silver seller,2/4/2022,https://www.dmsguild.com/product/17347/Poor-Wizards-Almanac?filters=45471_0_0_0_0_0_0_0,4,Basic/Expert,[],[],,4.95,2,No Setting
WGA2 Falconmaster (2e),Electrum seller,3/14/2017,https://www.dmsguild.com/product/17420/WGA2-Falconmaster-2e?filters=45471_0_0_0_0_0_0_0,4.3,2nd Edition,"['Anne Brown', 'Richard W. Brown']",['Ken Frank'],64,4.99,3,Greyhawk
"Monstrous Arcana: I, Tyrant (2e)",Gold seller,5/6/2014,https://www.dmsguild.com/product/17444/Monstrous-Arcana-I-Tyrant-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,['Aaron Allston'],"['Dana Knutson', 'Thomas M. Reid', 'Arnie Swekel', 'David Martin', 'Glen Michael Angus', ""William O'Connor"", 'Randy Post']",96,2.99,13,No Setting
College of Wizardry (2e),Electrum seller,2/14/2017,https://www.dmsguild.com/product/17446/College-of-Wizardry-2e?filters=45471_0_0_0_0_0_0_0,4.2,2nd Edition,['Bruce R. Cordell'],"['Jeff Easley', 'Mark Nelson', 'Arnie Swekel', 'Michael Stufen']",102,4.99,5,No Setting
Requiem: The Grim Harvest (2e),Gold seller,10/28/2014,https://www.dmsguild.com/product/17480/Requiem-The-Grim-Harvest-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,"['William W. Connors', 'Lisa Smedman']","['Matt Adelsperger', 'Paul Carrick', 'Fred Fields', 'Andrew Goldhawk', 'Dennis Kauth', 'Robert Lazzaretti', 'Val Mayrik']",220,5.99,13,Ravenloft
MC15 Monstrous Compendium Ravenloft Appendix II: Children of the Night (2e),Gold seller,8/5/2014,https://www.dmsguild.com/product/17484/MC15-Monstrous-Compendium-Ravenloft-Appendix-II-Children-of-the-Night-2e?filters=45471_0_0_0_0_0_0_0,5,2nd Edition,['William W. Connors'],"['Jeff Easley', 'Mark A. Nelson']",63,4.99,8,Ravenloft
RQ2 Thoughts of Darkness (2e),Electrum seller,8/19/2014,https://www.dmsguild.com/product/17495/RQ2-Thoughts-of-Darkness-2e?filters=45471_0_0_0_0_0_0_0,4.2,2nd Edition,['David Wise'],"['Stephen Fabian', 'Fred Fields', 'John Knecht']",76,4.99,5,Ravenloft
RM1 Roots of Evil (2e),Electrum seller,3/25/2014,https://www.dmsguild.com/product/17498/RM1-Roots-of-Evil-2e?filters=45471_0_0_0_0_0_0_0,4,2nd Edition,"['Eric W. Haddock', 'David Wise']","['Jeff Easley', 'Stephen Fabian', 'David C. Sutherland III']",102,9.99,5,Ravenloft
Hour of the Knife (2e),Gold seller,7/29/2014,https://www.dmsguild.com/product/17507/Hour-of-the-Knife-2e?filters=45471_0_0_0_0_0_0_0,4.4,2nd Edition,"['Bruce Nesmith', 'Lisa Smedman']","['John Lakey', 'Laura Lakey', 'Arnie Swekel']",70,4.99,8,Ravenloft
Howls in the Night (2e),Gold seller,10/8/2013,https://www.dmsguild.com/product/17508/Howls-in-the-Night-2e?filters=45471_0_0_0_0_0_0_0,4.4,2nd Edition,['Colin McComb'],"['Jennell Allyn Jaquays', 'Mark A. Nelson']",32,4.99,10,Ravenloft
Death Ascendant (2e),Gold seller,4/8/2014,https://www.dmsguild.com/product/17517/Death-Ascendant-2e?filters=45471_0_0_0_0_0_0_0,4.1,2nd Edition,"['Steve Miller', 'Lisa Smedman', 'Stan!']","['John Dollar', 'Fred Fields', 'Dennis Kauth', 'Greg Kerkman', 'Robert Lazzaretti']",70,4.99,7,Ravenloft
Wyrmskull Throne (2e),Silver seller,6/13/2017,https://www.dmsguild.com/product/17542/Wyrmskull-Throne-2e?filters=45471_0_0_0_0_0_0_0,4,2nd Edition,"['Steven E. Schend', 'Thomas M. Reid']","['Todd Lockwood', 'David Roach']",64,4.99,3,Forgotten Realms
PHBR12 The Complete Paladin's Handbook (2e),Gold seller,6/11/2013,https://www.dmsguild.com/product/17551/PHBR12-The-Complete-Paladins-Handbook-2e?filters=45471_0_0_0_0_0_0_0,4.1,2nd Edition,['Rick Swan'],"['Les Dorscheid', 'Fred Fields', 'Ken Frank', 'L. Dean James', 'Mark A. Nelson', 'Glen Orbik', 'Valerie Valusek']",128,9.99,14,No Setting
Elminster's Ecologies Appendix II: The High Moor & The Serpent Hills (2e),Electrum seller,11/29/2016,https://www.dmsguild.com/product/17566/Elminsters-Ecologies-Appendix-II-The-High-Moor--The-Serpent-Hills-2e?filters=45471_0_0_0_0_0_0_0,5,2nd Edition,['Tim Beach'],"['Fred Fields', 'Matthew Cavotta']",72,4.99,2,Forgotten Realms
Hasken's Manor (3.5),Electrum seller,3/22/2016,https://www.dmsguild.com/product/178244/Haskens-Manor-35?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Scott Brocius', 'Mark A. Jindra']","['Cynthia Fliege', 'Sean Glenn', 'Robert Lazzaretti']",14,,2,Greyhawk
The Legacy of Raistlin (SAGA),Silver seller,4/17/2018,https://www.dmsguild.com/product/216830/The-Legacy-of-Raistlin-SAGA?filters=45471_0_0_0_0_0_0_0,3,2nd Edition,['Skip Williams'],"['Jeff Easley', 'James A. Crabtree', 'Jason Burrows', 'Dave LaForce', 'Robert Lazzaretti', 'Dawn Murin', 'Shan Ren']",192,7.99,2,Dragonlance
Tasslehoff's Map Pouch: The Age of Mortals (3.5e),Electrum seller,7/7/2015,https://www.dmsguild.com/product/23202/Tasslehoffs-Map-Pouch-The-Age-of-Mortals-35e?filters=45471_0_0_0_0_0_0_0,4.7,3rd Edition (d20 System),['Sean Macdonald'],['Sean Macdonald'],12,6.99,3,Dragonlance
Races of Ansalon (3.5),Electrum seller,5/19/2015,https://www.dmsguild.com/product/27946/Races-of-Ansalon-35?filters=45471_0_0_0_0_0_0_0,5,3rd Edition (d20 System),"['Cam Banks', 'Sean Macdonald', 'Clark Valentine', 'Trampas Whiteman', 'Joe Mashuga']","['Larry Elmore', 'Jason Engle', 'Jennifer L. Meyer', 'Dzu Nguyen', 'Ron Spencer']",240,19.99,7,Dragonlance
RPGA2: Black Opal Eye (Basic),Silver seller,7/23/2019,https://www.dmsguild.com/product/281746/RPGA2-Black-Opal-Eye-Basic?filters=45471_0_0_0_0_0_0_0,4.8,Basic/Expert,"['Laura Hickman', 'Tracy Hickman']","['Harry Quinn David C. Sutherland', 'III Timothy Truman']",20,4.99,4,No Setting
Heroes of Horror (3.5),Gold seller,6/24/2014,https://www.dmsguild.com/product/3724/Heroes-of-Horror-35?filters=45471_0_0_0_0_0_0_0,4.6,3rd Edition (d20 System),"['Mike Donais', 'Ari Marmell', 'Stephen Schubert', 'C. A. Suleiman', 'Rob Watkins', 'James Wyatt']","['Dee Barnett', 'Daarken', 'Yasuyo Dunnett', 'Wayne England', 'Randy Gallegos', 'Todd Gamble', 'Des Hanley', 'David Hudnut', 'Karin Jaques', 'Michael Phillippi', 'Eric Polak', 'Steve Prescott', 'Wayne Reynolds', 'Dan Scott']",160,14.99,7,No Setting
Arms and Equipment Guide (3e),Gold seller,5/28/2013,https://www.dmsguild.com/product/3726/Arms-and-Equipment-Guide-3e?filters=45471_0_0_0_0_0_0_0,4.1,3rd Edition (d20 System),"['Eric Cagle', 'Jesse Decker', 'Jeff Quick', 'James Wyatt']","['Dennis Cramer', 'David Day', 'Todd Gamble', 'David G. Martin', 'Eric Peterson', 'Scott Roller', 'Sam Wood']",160,10.99,9,No Setting
Unearthed Arcana (3.5),Gold seller,1/22/2013,https://www.dmsguild.com/product/3734/Unearthed-Arcana-35?filters=45471_0_0_0_0_0_0_0,4.3,3rd Edition (d20 System),"['Andy Collins', 'Jesse Decker', 'David Noonan', 'Rich Redman']",['Matt Cavotta'],224,13.99,15,No Setting
Tome of Battle: The Book of Nine Swords (3.5),Gold seller,8/13/2013,https://www.dmsguild.com/product/51650/Tome-of-Battle-The-Book-of-Nine-Swords-35?filters=45471_0_0_0_0_0_0_0,4.6,3rd Edition (d20 System),"['Richard Baker', 'Matthew Sernett', 'Frank Brunner']","['Kalman Andrasofszky', 'Steve Ellis (I)', 'Wayne England']",162,14.99,10,No Setting
Exemplars of Evil (3.5),Gold seller,9/17/2013,https://www.dmsguild.com/product/54310/Exemplars-of-Evil-35?filters=45471_0_0_0_0_0_0_0,4.3,3rd Edition (d20 System),['Robert J. Schwalb'],"['Jason Chan', 'Eric Deschamps', 'Randy Gallegos']",162,8.99,4,No Setting
Scourge of the Howling Horde (3e),Electrum seller,7/1/2014,https://www.dmsguild.com/product/54393/Scourge-of-the-Howling-Horde-3e?filters=45471_0_0_0_0_0_0_0,4.6,3rd Edition (d20 System),"['Gwendolyn F. M. Kestrel', 'Bill Slavicsek']","['Simone Bianchi', 'Carl Frank', 'Karin Jaques', 'Mari Kolkowsky', 'Robert Raper', 'Mike Schley', 'Keven Smith']",32,4.99,9,No Setting
H3 Pyramid of Shadows (4e),Electrum seller,2/18/2014,https://www.dmsguild.com/product/57375/H3-Pyramid-of-Shadows-4e?filters=45471_0_0_0_0_0_0_0,4,4th Edition,"['Mike Mearls', 'James Wyatt']","['Attila Adorjany', 'Brian Hagan', 'Soe Hemmi', ""William O'Connor"", 'Lucio Parrillo', 'Mike Schley', 'Ben Wootten']",96,12.99,6,Nentir Vale
HS1 The Slaying Stone (4e),Gold seller,1/22/2013,https://www.dmsguild.com/product/110208/HS1-The-Slaying-Stone-4e?filters=45471_0_0_0_0_0_0_0,4.4,4th Edition,['Logan Bonner'],"['Ralph Horsley', 'Fred Hooper', 'Howard Lyon']",36,7.99,7,No Setting
DMGR2 The Castle Guide (2e),Gold seller,4/2/2013,https://www.dmsguild.com/product/112913/DMGR2-The-Castle-Guide-2e?filters=45471_0_0_0_0_0_0_0,4.1,2nd Edition,"['Grant Boucher', 'Troy Christensen', 'Arthur Collins', 'and Nigel Findley']","['Jean E. Martin', 'Eric Olsen', 'David C. Sutherland III', 'Ken Widing']",128,9.99,8,No Setting
Dark Legacy of Evard (4e),Gold seller,12/3/2013,https://www.dmsguild.com/product/121732/Dark-Legacy-of-Evard-4e?filters=45471_0_0_0_0_0_0_0,4.5,4th Edition,['Richard Baker'],"['Rob Alexander', 'Dave Allsop', 'Eric Belisle']",66,4.99,4,Nentir Vale
March of the Phantom Brigade (4e),Gold seller,11/26/2013,https://www.dmsguild.com/product/121734/March-of-the-Phantom-Brigade-4e?filters=45471_0_0_0_0_0_0_0,4.8,4th Edition,"['Greg Bilsland', 'Rodney Thompson']","['Sam Burley', 'Brian ""Chippy"" Dugan', 'Empty Room Studios']",58,4.99,5,Nentir Vale
War of Everlasting Darkness (4e),Gold seller,12/24/2013,https://www.dmsguild.com/product/123366/War-of-Everlasting-Darkness-4e?filters=45471_0_0_0_0_0_0_0,3.5,4th Edition,"['Shawn Merwin', 'Steve Townshend', 'James Wyatt']","['Eric Belisle', 'Dave Allsop', 'Wayne England', 'Ralph Horsley', 'Ben Wootten']",66,4.99,4,Nentir Vale
The Awakening (2e),Electrum seller,10/28/2014,https://www.dmsguild.com/product/139188/The-Awakening-2e?filters=45471_0_0_0_0_0_0_0,4.4,2nd Edition,['Lisa Smedman'],"['Mark A. Nelson', 'Sam Rakeland', 'David C. Sutherland III']",64,4.99,10,Ravenloft
E3 Prince of Undeath (4e),Electrum seller,12/30/2014,https://www.dmsguild.com/product/142151/E3-Prince-of-Undeath-4e?filters=45471_0_0_0_0_0_0_0,4.5,4th Edition,['Bruce R. Cordell Scott Fitzgerald Gray'],"['Jason Engle', 'Adam Gillespie', 'Mari Kolkowsky', ""William O'Connor"", 'Wayne Reynolds', 'Jon Schindehette', 'Matias Tapia', 'Ben Wootten']",96,9.99,4,Nentir Vale
Divine Power (4e),Electrum seller,1/6/2015,https://www.dmsguild.com/product/142370/Divine-Power-4e?filters=45471_0_0_0_0_0_0_0,4.5,4th Edition,"['Richard Baker', 'Greg Bilsland', 'Logan Bonner', 'Andy Collins', 'Mike Donais', 'Andrew Finch', 'Rob Heinsoo', 'Peter Schaefer', 'Stephen Schubert', 'Robert J. Schwalb', 'Matthew Sernett']","['Kyle Anderson', 'Ralph Beisner', 'Kerem Beyit', 'Emrah Elmasli', 'Lucas Graciano', 'Rebecca Guay-Mitchell', 'Ralph Horsley', 'Layne Johnson', 'Goran Josic', 'Mazin Kassis', 'Howard Lyon', 'Lee Moyer', ""William O'Connor"", 'Lucio Parrillo', 'Michael Phillippi', 'Wayne Reynolds']",160,14.99,2,No Setting
Psionic Power (4e),Electrum seller,2/17/2015,https://www.dmsguild.com/product/144596/Psionic-Power-4e?filters=45471_0_0_0_0_0_0_0,4.7,4th Edition,"['Ari Marmell', 'Stephen Radney-MacFarland', 'Peter Schaefer', 'Stephen Schubert']","['Ralph Beisner', 'Eric Belisle', 'Steven Belledin', 'Kerem Beyit']",160,14.99,3,No Setting
Player's Handbook Races: Dragonborn (4e),Electrum seller,3/31/2015,https://www.dmsguild.com/product/146652/Players-Handbook-Races-Dragonborn-4e?filters=45471_0_0_0_0_0_0_0,5,4th Edition,"['Andy Collins', 'Peter Schaefer', 'Chris Sims', 'James Wyatt']","['Kerem Beyit', 'Brian ""Chippy"" Dugan', 'Brian Hagan', ""William O'Connor""]",,4.99,2,No Setting
The Plane Below: Secrets of the Elemental Chaos (4e),Electrum seller,5/26/2015,https://www.dmsguild.com/product/149853/The-Plane-Below-Secrets-of-the-Elemental-Chaos-4e?filters=45471_0_0_0_0_0_0_0,4.7,4th Edition,"['Bruce R. Cordell', 'Luke Johnson', 'Ari Marmell', 'Stephen Radney-MacFarland']","['Dave Allsop', 'Zoltan Boros', 'Leon Cortez', 'Julie Dillon', 'Jesper Ejsing', 'Jason Engle', 'Bob Jordan']",159,14.99,3,No Setting
Map Folio I (3.5),Electrum seller,9/8/2015,https://www.dmsguild.com/product/156167/Map-Folio-I-35?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Todd Gamble', 'Robert Lazzaretti', 'Trish Yochum']",['Todd Gamble'],36,4.99,2,No Setting
FRC2 Curse of the Azure Bonds (1e/2e),Gold seller,7/23/2013,https://www.dmsguild.com/product/16809/FRC2-Curse-of-the-Azure-Bonds-1e-2e?filters=45471_0_0_0_0_0_0_0,4,2nd Edition,"['Jeff Grubb', 'George MacDonald']","['Clyde Caldwell', 'Dennis Beauvais']",96,9.99,12,Forgotten Realms
Dungeon #221 (4e/Next),Electrum seller,7/25/2014,https://www.dmsguild.com/product/169620/Dungeon-221-4e-Next?filters=45471_0_0_0_0_0_0_0,1,1st Edition,"['Michele Carter', 'Jeremy Crawford', 'Scott Fitzgerald Gray', 'Daniel Helmick']","['Jared Blando', 'Zoltan Boros', 'Christopher Burdett', 'Wayne England']",72,2.99,1,No Setting
HWR3 The Milenian Empire (Basic),Electrum seller,10/4/2016,https://www.dmsguild.com/product/16987/HWR3-The-Milenian-Empire-Basic?filters=45471_0_0_0_0_0_0_0,4.9,Basic/Expert,['Anthony Herring'],"['Jon Pickens', 'Robh Ruppel']",96,4.99,8,Hollow World
1e C6 - The Official RPGA Tournament Handbook,Silver seller,1/21/2022,https://www.dmsguild.com/product/17022/1e-C6--The-Official-RPGA-Tournament-Handbook?filters=45471_0_0_0_0_0_0_0,4,1st Edition,[],[],,4.95,1,No Setting
The Ettin's Riddle (3.0),Electrum seller,1/19/2016,https://www.dmsguild.com/product/170940/The-Ettins-Riddle-30?filters=45471_0_0_0_0_0_0_0,3.7,3rd Edition (d20 System),['J. D. Wiker'],"['Cynthia Fliege', 'Sean Glenn']",16,,3,No Setting
CM2 Death's Ride (Basic),Gold seller,7/16/2013,https://www.dmsguild.com/product/17115/CM2-Deaths-Ride-Basic?filters=45471_0_0_0_0_0_0_0,4.4,Basic/Expert,['Garry Spiegle'],['Jeff Easley'],32,4.99,11,Known World
IM1 The Immortal Storm (Basic),Electrum seller,2/21/2017,https://www.dmsguild.com/product/17124/IM1-The-Immortal-Storm-Basic?filters=45471_0_0_0_0_0_0_0,4.3,Basic/Expert,['Frank Mentzer'],"['Larry Elmore', 'Valerie Valusek']",40,4.99,4,No Setting
In the Phantom's Wake (Basic),Electrum seller,12/20/2016,https://www.dmsguild.com/product/17154/In-the-Phantoms-Wake-Basic?filters=45471_0_0_0_0_0_0_0,4.2,Basic/Expert,"['Dale ""Slade"" Henson']","['Robh Ruppel', 'Robin Raab', 'Arnie Swekel']",16,4.99,5,Thunder Rift
DSR1 Slave Tribes (2e),Gold seller,3/4/2014,https://www.dmsguild.com/product/17179/DSR1-Slave-Tribes-2e?filters=45471_0_0_0_0_0_0_0,4.3,2nd Edition,['Bill Slavicsek'],"['Brom', 'Tom Baxa']",96,5.99,7,Dark Sun
Forest Maker (2e),Electrum seller,1/26/2016,https://www.dmsguild.com/product/17198/Forest-Maker-2e?filters=45471_0_0_0_0_0_0_0,3,2nd Edition,['John J. Terra'],"['Tom Baxa', 'Gerald Brom', 'Dennis Cramer', 'Mike Dutton']",80,4.99,5,Dark Sun
City By the Silt Sea (2e),Gold seller,2/18/2014,https://www.dmsguild.com/product/17200/City-By-the-Silt-Sea-2e?filters=45471_0_0_0_0_0_0_0,4.5,2nd Edition,['Shane Lacy Hensley'],"['Brom', 'Tom Baxa']",226,9.99,10,Dark Sun
Something Wild (2e),Electrum seller,3/11/2014,https://www.dmsguild.com/product/17279/Something-Wild-2e?filters=45471_0_0_0_0_0_0_0,4.8,2nd Edition,['Ray Vallese'],"['Dana Andrews', 'Roy Boholst', 'Tony DiTerlizzi', 'Greg Kerkman', 'Jeff Miracola', 'Dawn Murin', 'Alan Pollack', 'Robert Repp', 'Adam Rex', 'Robh Ruppel', 'Bruce Zamjahn']",70,4.99,8,Planescape
OA2 Night of the Seven Swords (1e),Gold seller,9/2/2014,https://www.dmsguild.com/product/17330/OA2-Night-of-the-Seven-Swords-1e?filters=45471_0_0_0_0_0_0_0,5,1st Edition,"['Jon Pickens', 'David ""Zeb"" Cook', 'Harold Johnson', 'Rick Swan', 'Ed Carmien', 'David James Ritchie']","['Karen S. Martin', 'James Holloway']",48,4.99,6,Kara-Tur
Council Of Wyrms (2e),Gold seller,11/25/2014,https://www.dmsguild.com/product/17357/Council-Of-Wyrms-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,['Bill Slavicsek'],"['Jeff Easley', 'Glen Angus', 'Arnie Swekel']",210,9.99,12,Council of Wyrms
WG6 Isle of the Ape (1e),Gold seller,9/16/2014,https://www.dmsguild.com/product/17396/WG6-Isle-of-the-Ape-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,['Gary Gygax'],"['Jeff Easley', 'Gary Williams']",48,4.99,12,Greyhawk
WGA1 Falcon's Revenge (2e),Electrum seller,3/14/2017,https://www.dmsguild.com/product/17418/WGA1-Falcons-Revenge-2e?filters=45471_0_0_0_0_0_0_0,4.4,2nd Edition,"['Anne Brown', 'Richard W. Brown']",['Ken Frank'],64,4.99,5,Greyhawk
WGS1 Five Shall Be One (2e),Electrum seller,3/28/2017,https://www.dmsguild.com/product/17425/WGS1-Five-Shall-Be-One-2e?filters=45471_0_0_0_0_0_0_0,4.4,2nd Edition,['Carl Sargent'],"['Jeff Starlind', 'Ken Frank']",64,4.99,5,Greyhawk
WGR3 Rary the Traitor (2e),Gold seller,9/16/2014,https://www.dmsguild.com/product/17430/WGR3-Rary-the-Traitor-2e?filters=45471_0_0_0_0_0_0_0,4.6,2nd Edition,['Anthony Pryor'],"['Valerie Valusek', 'Ken Frank']",48,4.99,7,Greyhawk
Fiend Folio (3e),Gold seller,1/22/2013,https://www.dmsguild.com/product/1751/Fiend-Folio-3e?filters=45471_0_0_0_0_0_0_0,4.2,3rd Edition (d20 System),['Eric Cagle'],"['Brom', 'Henry Higginbotham']",226,7.19,10,No Setting
The Forgotten Terror (2e),Silver seller,7/25/2017,https://www.dmsguild.com/product/17519/The-Forgotten-Terror-2e?filters=45471_0_0_0_0_0_0_0,5,2nd Edition,['William W. Connors'],['Todd Lockwood'],64,4.99,2,Ravenloft
I14 Swords of the Iron Legion (1e),Gold seller,11/11/2014,https://www.dmsguild.com/product/17537/I14-Swords-of-the-Iron-Legion-1e?filters=45471_0_0_0_0_0_0_0,4.6,1st Edition,"['Jay Batista', 'Scott Bennie', 'Bill Connors', 'Christopher Mortika', 'Rick Reid', 'Roy Schelper', 'Rick Swan', 'John Terra']","['Larry Elmore', 'Uttam']",64,5,7,Forgotten Realms
Country Sites (2e),Gold seller,9/24/2013,https://www.dmsguild.com/product/17538/Country-Sites-2e?filters=45471_0_0_0_0_0_0_0,4.7,2nd Edition,"['Robin Jenkins', 'John Nephew']","['Stephen A. Daniele', 'Don Danowski', 'Paul Hanchette', 'Jennell Allyn Jaquays', 'Dennis Kauth', 'Phillip Robb']",96,4.99,6,No Setting
Castle Spulzeer (2e),Electrum seller,2/28/2017,https://www.dmsguild.com/product/17564/Castle-Spulzeer-2e?filters=45471_0_0_0_0_0_0_0,4.5,2nd Edition,['Doug Stewart'],"['Dee Barnett', 'Jennell Allyn Jaquays', 'Robert Lazzaretti', 'Todd Lockwood']",64,4.99,2,Forgotten Realms
Lest Darkness Rise (3.5),Electrum seller,3/29/2016,https://www.dmsguild.com/product/178604/Lest-Darkness-Rise-35?filters=45471_0_0_0_0_0_0_0,5,3rd Edition (d20 System),['Owen K.C. Stephens'],"['Cynthia Fliege', 'Todd Gamble', 'Sean Glenn', 'Robert Lazzaretti']",15,,3,No Setting
An Icy Heart (3.0),Silver seller,8/9/2016,https://www.dmsguild.com/product/189670/An-Icy-Heart-30?filters=45471_0_0_0_0_0_0_0,4.3,3rd Edition (d20 System),['Eric W. Haddock'],"['Cynthia Fliege', 'Todd Gamble', 'Sean Glenn']",7,,6,No Setting
DDA2 Legions of Thyatis (Basic),Electrum seller,8/23/2016,https://www.dmsguild.com/product/191511/DDA2-Legions-of-Thyatis-Basic?filters=45471_0_0_0_0_0_0_0,5,Basic/Expert,['John Nephew'],"['Gerald Brom', 'Dave Simons']",32,4.99,4,Hollow World
OA6 Ronin Challenge (2e),Electrum seller,12/20/2016,https://www.dmsguild.com/product/200813/OA6-Ronin-Challenge-2e?filters=45471_0_0_0_0_0_0_0,5,2nd Edition,"['Curtis Smith', 'Rick Swan']","['James Holloway', 'Curtis Smith', 'Stephen Sullivan']",96,4.99,3,No Setting
OA7 Test of the Samurai (2e),Electrum seller,12/20/2016,https://www.dmsguild.com/product/200816/OA7-Test-of-the-Samurai-2e?filters=45471_0_0_0_0_0_0_0,5,2nd Edition,['Rick Swan'],"['James Holloway', 'Dave LaForce', 'Roy E. Parker', 'Valerie Valusek']",96,4.99,2,Kara-Tur
Children of the Night: The Created (2e),Electrum seller,1/10/2017,https://www.dmsguild.com/product/202394/Children-of-the-Night-The-Created-2e?filters=45471_0_0_0_0_0_0_0,4.5,2nd Edition,"['Peter Adkison', 'William W. Connors', 'Dave Gross', 'Miranda Horner', 'Harold Johnson', 'John W. Mangrum', 'Steve Miller', 'Thomas M. Reid', 'Lucien Soulban', 'Stan!', 'Ed Stark', 'David Wise']","['Todd Lockwood', 'Kevin McCann']",98,2.99,4,Ravenloft
Champions of Darkness (3e),Electrum seller,2/21/2017,https://www.dmsguild.com/product/2475/Champions-of-Darkness-3e?filters=45471_0_0_0_0_0_0_0,4.3,3rd Edition (d20 System),"['Beth Bostic', 'Jackie Cassada', 'Carla Hollar', 'Tadd McDivitt', 'Nicky Rea']","['Thomas Biondiolillo', 'Anthony Hightower', 'Ron Thompson', 'Jason Walker']",128,9.59,11,Forgotten Realms
Races of Stone (3.5),Gold seller,12/31/2013,https://www.dmsguild.com/product/27893/Races-of-Stone-35?filters=45471_0_0_0_0_0_0_0,4,3rd Edition (d20 System),"['Andy Collins', 'Jesse Decker', 'Andrew Finch', 'Michelle Lyons', 'David Noonan', 'James Wyatt']","['Dee Barnett', 'Tom Baxa', 'Steven Belledin']",194,8.99,7,No Setting
Races of the Dragon (3.5),Gold seller,10/15/2013,https://www.dmsguild.com/product/28750/Races-of-the-Dragon-35?filters=45471_0_0_0_0_0_0_0,4.4,3rd Edition (d20 System),"['Gwendolyn F.M. Kestrel', 'Jennifer Clarke Wilkes', 'Kolja Raven Liquette']","['Steve Prescott', 'Steven Belledin', 'Ed Cox', 'Daarken', 'Wayne England', 'Emily Fiegenschuh', 'Carl Frank', 'Dan Frazier', 'Brian Hagan', 'Ralph Horsley', 'Chris Malidore', 'Jim Nelson', 'Eric Polak', 'Mike Schley']",162,14.99,8,No Setting
Complete Mage (3.5),Gold seller,4/9/2013,https://www.dmsguild.com/product/51631/Complete-Mage-35?filters=45471_0_0_0_0_0_0_0,4.6,3rd Edition (d20 System),"['Skip Williams', 'Penny Williams', 'Ari Marmell', 'Kolja Raven Liquette']",[],162,14.99,10,No Setting
Dragon Magic (3.5),Electrum seller,11/18/2014,https://www.dmsguild.com/product/51634/Dragon-Magic-35?filters=45471_0_0_0_0_0_0_0,4.5,3rd Edition (d20 System),"['Richard Baker', 'Chris Campbell', 'Andy Collins', 'Greg Marks', 'Ari Marmell', 'David Noonan', 'Matthew Sernett', 'Owen K.C. Stephens', 'Rodney Thompson']","['David Bircham', 'Jeffrey Carlisle', 'Carl Critchlow', 'Daarken', 'Eric Deschamps', 'Jeff Easley', 'Wayne England', 'Erik Gist', 'Brian Hagan', 'Ralph Horsley', 'Warren Mahy', 'Lucio Parrillo', 'Eric Polak', 'Mike Schley', 'Arnie Swekel', 'Francis Tsai', 'Franz Vohwinkel', 'David Wahlstrom']",160,14.99,4,No Setting
The Twilight Tomb (3.5),Gold seller,9/17/2013,https://www.dmsguild.com/product/51649/The-Twilight-Tomb-35?filters=45471_0_0_0_0_0_0_0,4.1,3rd Edition (d20 System),['Greg A. Vaughan with Christopher Perkins'],"['Jon Foster', 'Jonathan Hill', 'Marvin Mariano', 'Steve Prescott', 'Ryan Sansaver']",36,4.99,7,Forgotten Realms
DD3 Fortress of the Yuan-Ti (3.5),Electrum seller,9/10/2013,https://www.dmsguild.com/product/54388/DD3-Fortress-of-the-YuanTi-35?filters=45471_0_0_0_0_0_0_0,4.3,3rd Edition (d20 System),['Ari Marmell with Scott Fitzgerald Gray'],"['Jason Engle', 'David Griffith', 'Karin Powell', 'Steve Prescott']",70,9.99,4,No Setting
The Shattered Gates of Slaughtergarde (3.5),Gold seller,12/5/2014,https://www.dmsguild.com/product/54405/The-Shattered-Gates-of-Slaughtergarde-35?filters=45471_0_0_0_0_0_0_0,4.2,3rd Edition (d20 System),"['Mike Mearls', 'David Noonan']","['Dan Colavito', 'Brian Hagan', 'Ralph Horsley', 'Karin Jaques', 'Mike Schley']",145,11.99,42,No Setting
Shadowdale: The Scouring of the Land (3.5),Gold seller,8/13/2013,https://www.dmsguild.com/product/56874/Shadowdale-The-Scouring-of-the-Land-35?filters=45471_0_0_0_0_0_0_0,3.7,3rd Edition (d20 System),"['Richard Baker', 'Eric L. Boyd', 'Thomas M. Reid']","['Miguel Coimbra', 'Steve Ellis (I)', 'Randy Gallegos']",161,14.99,6,Forgotten Realms
